idx,card_name,company,card_type,brands,annual_fee,pre_month_money,pre_month_condition,top_benefit_summary,benefit_categories,only_online,release_dt,card_img,detail_url
1165,골프존 롯데카드,롯데카드,신용,Mastercard,"국내전용 [10,000]원 / 해외겸용[15,000]원",400000,"400,000원",골프: 스크린골프 10% 청구할인 | 테마파크: 놀이공원 50% 할인 | 패밀리레스토랑: T.G.I.FRIDAY'S 10% 현장할인,"제휴/PLCC, 골프, 테마파크, 기타, 헤어, 면세점, 백화점, 온라인쇼핑, 영화, 패밀리레스토랑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1165/card_img/21142/1165card.jpg,https://www.card-gorilla.com/card/detail/1165
610,현대카드ZERO Edition2(포인트형),현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",0,없음,적립: 국내외 가맹점 1% 기본적립 | 적립: 생활필수영역 2.5% 적립,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 택시, 무이자할부, 단종임박+중단, 대형마트, 편의점, 국내외가맹점, 적립, 자동차, 주유소, 카페, 일반음식점",False,,https://d1c5n4ri2guedi.cloudfront.net/card/610/card_img/27232/608card.png,https://www.card-gorilla.com/card/detail/610
611,현대카드ZERO MOBILE Edition2(포인트형),현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",0,없음,적립: 국내외 가맹점 1% 기본적립 | 적립: 모바일 필수 영역 2.5% 적립,"국내외가맹점, 적립, 온라인쇼핑, 소셜커머스, 기타, 디지털구독, 주유소, 카페, KT, LGU+, SKT, 배달앱",False,,https://d1c5n4ri2guedi.cloudfront.net/card/611/card_img/27231/608card.png,https://www.card-gorilla.com/card/detail/611
612,펫블리(PETvely) 카드,NH농협카드,신용,"Mastercard, UnionPay","해외겸용 [23,000]원 / 해외겸용 [25,000]원",300000,"300,000원",애완동물: 반려동물관련 7% 적립 | 쇼핑: 온라인오픈마켓 5% 적립 | 카페: 커피전문점 5% 할인,"온라인쇼핑, 소셜커머스, 동물병원, 기타, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/612/card_img/21379/612card.png,https://www.card-gorilla.com/card/detail/612
617,카드의정석 UniMile in JEJU,우리카드,신용,"BC, UnionPay","국내전용 [15,000]원 / 해외겸용 [15,000]원",300000,"300,000원",여행/숙박: 여행 제주특화 서비스 | 저가항공: UniMile 최대 3% 적립 | 공항라운지: 공항라운지 무료 이용,"공항라운지, 더라운지, 국내외가맹점, 렌터카, 호텔, 기타, 주유소, 저가항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/617/card_img/21384/617card.png,https://www.card-gorilla.com/card/detail/617
604,씨티 프리미어마일 대한항공,씨티카드,신용,Mastercard,"해외겸용 [120,000]원",0,없음,"항공마일리지: 1,000원당 1마일 적립(씨티프리미어마일) | 항공마일리지: 연간보너스 최대 3만마일 적립(씨티프리미어마일) | 바우처: 바우처 최대 12만원 제공","PP, 공항, 모든가맹점, 적립, 프리미엄 서비스, 바우처, 대한항공, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/604/card_img/21371/604card.png,https://www.card-gorilla.com/card/detail/604
605,씨티 프리미어마일 아시아나,씨티카드,신용,Mastercard,"해외겸용 [120,000]원",0,없음,"항공마일리지: 1,000원당 1마일 적립(씨티프리미어마일) | 항공마일리지: 연간보너스 최대 3만마일 적립(씨티프리미어마일) | 바우처: 바우처 최대 12만원 제공","PP, 공항, 모든가맹점, 적립, 프리미엄 서비스, 바우처, 아시아나항공, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/605/card_img/21372/605card.png,https://www.card-gorilla.com/card/detail/605
606,카드의정석 UNTACT,우리카드,신용,"Mastercard, BC","국내전용 [12,000]원 / 해외겸용 [12,000]원",400000,"400,000원","생활: 정기결제 최대 20% 할인 | 온라인쇼핑: 쿠팡로켓와우 2,900원 할인 | 게임: 게임정기결제 10% 할인","네이버페이, 삼성페이, 카카오페이, PAYCO, 공과금, 렌탈 , 기타, 학습지, 생활, 기타, 도서, 음원사이트, 기타, 디지털구독, 해외이용, 해외직구",False,,https://d1c5n4ri2guedi.cloudfront.net/card/606/card_img/21373/606card.png,https://www.card-gorilla.com/card/detail/606
608,현대카드ZERO Edition2(할인형),현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",0,없음,할인: 모든가맹점 0.7% 할인 | 할인: 생활필수영역 1.5% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 택시, 무이자할부, 단종임박+중단, 대형마트, 편의점, 국내외가맹점, 할인, 카페, 일반음식점",False,,https://d1c5n4ri2guedi.cloudfront.net/card/608/card_img/27229/608card.png,https://www.card-gorilla.com/card/detail/608
609,현대카드ZERO MOBILE Edition2(할인형),현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",0,없음,할인: 국내외가맹점 0.7% 할인 | 할인: 모바일 필수 영역 1.5% 할인,"국내외가맹점, 할인, 온라인쇼핑, 소셜커머스, 기타, 디지털구독, 카페, KT, LGU+, SKT, 배달앱",False,,https://d1c5n4ri2guedi.cloudfront.net/card/609/card_img/27230/608card.png,https://www.card-gorilla.com/card/detail/609
593,카카오뱅크 씨티카드,씨티카드,신용,VISA,"국내전용 [6,000]원 / 해외겸용 [7,000]원",300000,"300,000원",카페: 스타벅스 50% 할인 | 기타: 공유자전거 50% 할인 | OTT/영화/문화: 넷플릭스 25% 할인,"대중교통, 제휴/PLCC, 편의점, 할인, 디지털구독, 카페, KT, LGU+, SKT, 배달앱, 수수료우대",False,,https://d1c5n4ri2guedi.cloudfront.net/card/593/card_img/21360/593card.png,https://www.card-gorilla.com/card/detail/593
597,AK우리카드,우리카드,신용,"VISA, BC, Mastercard, UnionPay","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",쇼핑: AK플라자 할인 서비스 | 모든가맹점: 국내가맹점 0.2% 적립 | 공항라운지: 공항라운지 무료 이용,"공항라운지, 제휴/PLCC, 테마파크, 기타, 기타, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/597/card_img/21364/597card.png,https://www.card-gorilla.com/card/detail/597
598,AK우리카드 VIP,우리카드,신용,"VISA, Mastercard, UnionPay","국내전용 [25,000]원 / 해외겸용 [25,000]원",300000,"300,000원",쇼핑: AK플라자 할인 서비스 | 모든가맹점: 국내가맹점 0.2% 적립 | 공항라운지: 공항라운지 무료 이용,"공항라운지, 더라운지, 제휴/PLCC, 테마파크, 기타, 기타, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/598/card_img/21365/598card.png,https://www.card-gorilla.com/card/detail/598
600,대한항공카드 030,현대카드,신용,Mastercard,"국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,대한항공: 국내외가맹점 1마일리지 적립 | 항공마일리지: 특정업종 2마일리지 적립 | 기타: 웰컴보너스 3천마일리지 적립,"제휴/PLCC, 단종임박, 국내외가맹점, 대한항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/600/card_img/21367/600card.png,https://www.card-gorilla.com/card/detail/600
601,대한항공카드 070,현대카드,신용,Mastercard,"국내전용 [70,000]원 / 해외겸용 [70,000]원",0,없음,대한항공: 국내외가맹점 1마일리지 적립 | 항공마일리지: 특정업종 2마일리지 적립 | 기타: 웰컴보너스 5천마일리지 적립,"공항라운지, 제휴/PLCC, 단종임박, 국내외가맹점, 면세점, 기타, 카페, 대한항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/601/card_img/21368/601card.png,https://www.card-gorilla.com/card/detail/601
602,대한항공카드 150,현대카드,신용,Mastercard,"국내전용 [150,000]원 / 해외겸용 [150,000]원",0,없음,대한항공: 국내외가맹점 1마일리지 적립 | 항공마일리지: 특정업종 2~3마일리지 적립 | 바우처: 항공권바우처 5만원상당 제공,"공항라운지, 제휴/PLCC, 단종임박, 국내외가맹점, 면세점, 기타, 카페, 프리미엄 서비스, 바우처, 대한항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/602/card_img/21369/602card.png,https://www.card-gorilla.com/card/detail/602
603,대한항공카드 the First,현대카드,신용,Mastercard,"국내전용 [500,000]원 / 해외겸용 [500,000]원",0,없음,대한항공: 국내외가맹점 1마일리지 적립 | 항공마일리지: 특정업종 3~5마일리지 적립 | 기타: 힝공권바우처 5만원상당 제공(연2회),"공항라운지, 더라운지, 제휴/PLCC, 단종임박, 국내외가맹점, 면세점, 호텔, 기타, 카페, 프리미엄 서비스, 바우처, 대한항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/603/card_img/21370/603card.png,https://www.card-gorilla.com/card/detail/603
865,홈플러스 스페셜 신한카드,신한카드,신용,VISA,"국내전용 [15,000]원 / 해외겸용 [18,000]원",500000,"500,000원",대형마트: 홈플러스매장 7% 적립 | 온라인쇼핑: 홈플러스온라인몰 7% 적립 | 모든가맹점: 모든가맹점 0.3% 할인,"제휴/PLCC, 대형마트, 온라인쇼핑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/865/card_img/21677/865card.png,https://www.card-gorilla.com/card/detail/865
763,the Pink,현대카드,신용,VISA,"국내전용 [150,000]원 / 해외겸용 [150,000]원",500000,"500,000원",모든가맹점: 국내외가맹점 최대 2% 적립 | 쇼핑: 프리미엄쇼핑 5% 적립 | 바우처: 웰컴바우처 10만원 제공,"공항라운지, 국내외가맹점, 백화점, 아울렛, 온라인쇼핑, 자동차, 주유소, 카페, 기타, 주점, 저녁, 기타, 프리미엄 서비스, 바우처",False,,https://d1c5n4ri2guedi.cloudfront.net/card/763/card_img/27661/763card.png,https://www.card-gorilla.com/card/detail/763
723,IBK무민카드(신용),IBK기업은행,신용,"Mastercard, BC, UnionPay","국내전용 [10,000]원 / 해외겸용 [10,000]원",500000,"500,000원","카페: 주요 커피전문점 20% 할인 | 온라인쇼핑: 쿠팡, 티몬, 위메프 20% 할인 | 편의점: 편의점 10% 할인","대중교통, 기타, 테마파크, 대형마트, 편의점, 화장품, 온라인쇼핑, 소셜커머스, 영화, 주유소, 충전소, 카페, 대중교통, 주유소, 온라인쇼핑, 마트/편의점, 커피/디저트, 영화, 테마파크",False,,https://d1c5n4ri2guedi.cloudfront.net/card/723/card_img/22197/723card.png,https://www.card-gorilla.com/card/detail/723
724,the Purple osée,현대카드,신용,"VISA, Mastercard","국내전용 [800,000]원 / 해외겸용 [800,000]원",0,없음,바우처: 호텔&여행&쇼핑바우처 최대4매 제공 | 적립: 마일리지or포인트 선택형 서비스 | 공항라운지: 공항라운지 무료 이용,"공항라운지, 국내외가맹점, 면세점, 온라인쇼핑, 호텔, 기타, 공연/전시, 자동차, 주유소, 프리미엄 서비스, 바우처, 대한항공, 아시아나항공, 대한항공, 바우처, 프리미엄서비스",False,,https://d1c5n4ri2guedi.cloudfront.net/card/724/card_img/22198/724card.png,https://www.card-gorilla.com/card/detail/724
726,알뜰폰 Hub 카드,KB국민카드,신용,UnionPay,"국내전용 [20,000]원 / 해외겸용 [20,000]원",500000,"500,000원",통신: 알뜰폰 통신요금 최대 1만5천원 할인 | 프리미엄: 공항&호텔 티타늄서비스 제공,"공항라운지, 기타, 통신비, 공항라운지/PP",False,,https://d1c5n4ri2guedi.cloudfront.net/card/726/card_img/22200/726card.png,https://www.card-gorilla.com/card/detail/726
727,알뜰폰 Hub Ⅱ 카드,KB국민카드,신용,"Mastercard, JCB","국내전용 [15,000]원 / 해외겸용 [15,000]원",300000,"300,000원",통신: 알뜰폰 통신요금 최대 1만7천원 할인,"기타, 통신비",False,,https://d1c5n4ri2guedi.cloudfront.net/card/727/card_img/22201/727card.png,https://www.card-gorilla.com/card/detail/727
730,현대카드Z family,현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",400000,"400,000원",온라인쇼핑: 온라인쇼핑 10% 할인 | 배달앱: 배달앱 10% 할인 | 주유: 주유소 100원/L 할인,"공과금, 무이자할부, 단종임박+중단, 대형마트, 온라인쇼핑, 소셜커머스, 주유소, KT, LGU+, SKT, 배달앱, 주유소, 온라인쇼핑, 통신비, 배달앱, 무이자할부",False,,https://d1c5n4ri2guedi.cloudfront.net/card/730/card_img/22204/730card.png,https://www.card-gorilla.com/card/detail/730
745,알뜰교통 my pass 마패 신용카드(Hana-BC),하나카드,신용,"Mastercard, UnionPay","해외겸용 [17,000]원",500000,"500,000원",대중교통: 대중교통 20% 할인 | 편의점: 편의점 10% 할인 | 카페: 커피 10% 할인,"대중교통, 편의점, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/745/card_img/27829/745card.png,https://www.card-gorilla.com/card/detail/745
761,Hole In:WON(홀인원) 카드,우리카드,신용,"Mastercard, BC","국내전용 [49,000]원 / 해외겸용 [49,000]원",500000,"500,000원",골프: 골프 업종 5% 적립 | 골프: 골프연습장 타석 무료 제공 | 공항라운지: 공항라운지 무료 이용,"공항라운지, 더라운지, 골프, 기타, 면세점, 온라인쇼핑, 소셜커머스, 호텔, 디지털구독, 자동차, 주유소, 카페, 기타, 해외이용, 해외직구",False,,https://d1c5n4ri2guedi.cloudfront.net/card/761/card_img/22235/761card.png,https://www.card-gorilla.com/card/detail/761
788,CJ ONE 삼성카드,삼성카드,신용,VISA,"국내전용 [8,000]원 / 해외겸용 [10,000]원",200000,"200,000원",CJ ONE: CJ ONE 포인트 2~5배 적립 | CJ ONE: CJ ONE 포인트 0.5% 특별적립 | 테마파크: 놀이공원 자유이용권 50% 현장할인,"제휴/PLCC, CJ ONE, 영화, 카페, 일반음식점, 패밀리레스토랑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/788/card_img/28073/788card.png,https://www.card-gorilla.com/card/detail/788
791,코스트코 리워드 비즈니스 현대카드,현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",0,없음,멤버십포인트: 코스트코 리워드 포인트 1~3% 적립 | 멤버십포인트: 생활편의영역 1~2% 적립 | 멤버십포인트: 그 외 가맹점 1%  적립,"대중교통, 대형마트, 편의점, 기타, 온라인쇼핑, 영화, 베이커리, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/791/card_img/21751/791card.png,https://www.card-gorilla.com/card/detail/791
731,현대카드Z work,현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",400000,"400,000원",카페: 커피전문점 50% 할인 | 편의점: 편의점 10% 할인 | 간편결제: 온라인 간편결제 10% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 택시, 단종임박+중단, 편의점, 카페, KT, LGU+, SKT, 대중교통, 마트/편의점, 통신비, 커피/디저트, 카카오페이, 삼성페이, 네이버페이, 무이자할부",False,,https://d1c5n4ri2guedi.cloudfront.net/card/731/card_img/22205/731card.png,https://www.card-gorilla.com/card/detail/731
732,현대카드Z ontact,현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",400000,"400,000원",온라인쇼핑: 온라인쇼핑 멤버십 70% 할인 | 카페: 스마트오더 50% 할인 | 디지털구독: 디지털 콘텐츠 30% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 무이자할부, 단종임박+중단, 온라인쇼핑, 디지털구독, 카페, 배달앱, 온라인쇼핑, 멤버십(쿠팡,네이버,배민 등), 스트리밍(넷플릭스,티빙 등), 배달앱, 커피/디저트, 카카오페이, 삼성페이, 네이버페이, 무이자할부",False,,https://d1c5n4ri2guedi.cloudfront.net/card/732/card_img/22206/732card.png,https://www.card-gorilla.com/card/detail/732
738,신한카드 혼디모앙,신한카드,신용,VISA,"국내전용 [30,000]원 / 해외겸용 [33,000]원",0,없음,"모든가맹점: 전 가맹점 0.2% 기본적립 | 대형마트: 대형마트, 지역유통점 최대 10% 적립 | 충전소: 전기차 충전소 30% 적립","대중교통, 골프, 기타, 대형마트, 기타, 온라인쇼핑, 소셜커머스, 주유소, 충전소, 기타, 카페, KT, LGU+, SKT, 모든가맹점, 대중교통, 주유소, 충전소(전기/LPG), 온라인쇼핑, 마트/편의점, 통신비, 골프, 테마파크",False,,https://d1c5n4ri2guedi.cloudfront.net/card/738/card_img/22212/738card.png,https://www.card-gorilla.com/card/detail/738
772,BLISS.5 카드(마일리지),IBK기업은행,신용,"VISA, BC Global","해외겸용 [95,000]원",300000,"300,000원","대한항공: 1,500원당 1마일 적립 | 바우처: 바우처 최대 10만원 제공 | 영화: 영화 2천원 할인","PP, 공항라운지, 더라운지, 기차, 여행사, 호텔, 항공권, 영화, 렌터카, 카페, 프리미엄 서비스, 바우처, 대한항공, 기타, 쇼핑, 항공, 생활",False,,https://d1c5n4ri2guedi.cloudfront.net/card/772/card_img/22246/772card.png,https://www.card-gorilla.com/card/detail/772
773,BLISS.5 카드(포인트),IBK기업은행,신용,"VISA, BC Global","해외겸용 [95,000]원",300000,"300,000원","적립: 1,500원당 10P 적립 | 바우처: 바우처 최대 10만원 제공 | 영화: 영화 2천원 할인","기차, 국내외가맹점, 적립, 여행사, 호텔, 항공권, 영화, 렌터카, 카페, 프리미엄 서비스, 바우처, 기타, 쇼핑, 항공, 생활",False,,https://d1c5n4ri2guedi.cloudfront.net/card/773/card_img/22247/773card.png,https://www.card-gorilla.com/card/detail/773
774,쿠팡 롯데카드,롯데카드,신용,"VISA, UnionPay","국내전용 [5,000]원 / 해외겸용 [10,000]원",200000,"200,000원",온라인쇼핑: 쿠팡 15% 할인 | 푸드: 외식업종 10% 할인 | 테마파크: 롯데월드 50% 할인,"제휴/PLCC, 테마파크, 대형마트, 기타, 면세점, 백화점, 온라인쇼핑, 영화, 주유소, 베이커리, 아이스크림, 카페, 기타, 패스트푸드, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/774/card_img/22248/774card.png,https://www.card-gorilla.com/card/detail/774
777,카드의정석 L.POINT,우리카드,신용,"BC, Mastercard","국내전용 [10,000]원 / 해외겸용 [12,000]원",300000,"300,000원",OTT/영화/문화: 영화/외식/커피 3% 적립 | 쇼핑: 온라인/홈쇼핑 1% 적립 | 모든가맹점: 국내가맹점 0.7% 기본적립,"제휴/PLCC, 테마파크, 기타, 대형마트, 편의점, 기타, 면세점, 백화점, 아울렛, 온라인쇼핑, 홈쇼핑, 렌터카, 리조트, 기타, 영화, 주유소, 충전소, 아이스크림, 카페, KT, LGU+, SKT, 기타, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/777/card_img/22251/777card.png,https://www.card-gorilla.com/card/detail/777
779,위메프페이 신용카드,KB국민카드,신용,"Mastercard, JCB","국내전용 [20,000]원 / 해외겸용 [20,000]원",0,없음,온라인쇼핑: 위메프 2% 적립 | 온라인쇼핑: 위메프오 1% 적립 | 생활: 생활영역/구독서비스 5% 적립,"골프, 편의점, 국내외가맹점, 적립, 온라인쇼핑, 소셜커머스, 디지털구독, 카페, 패밀리레스토랑, 패스트푸드",False,,https://d1c5n4ri2guedi.cloudfront.net/card/779/card_img/22253/779card.png,https://www.card-gorilla.com/card/detail/779
2181,1st 플래티늄 카드,전북은행,신용,,"국내 [28,000]원 / 해외겸용 [30,000]원",100000,"100,000원","적립: 모든 가맹점 0.7% 적립/캐시백 | 골프: 전국 골프장 10만원 당  5천원 적립/캐시백 | 영화: 전국 영화관 3,000원 할인","골프, 영화, 유의사항",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2181/card_img/21795/2181card.png,https://www.card-gorilla.com/card/detail/2181
2185,NEW AUTO+,전북은행,신용,,"국내전용 [9,000]원/해외겸용 [10,000]원",300000,"300,000원","주유: 주유소,충전소 리터당 80~100원 청구할인 | 보험: 손해보험 업종 2% 청구할인 | 생활: 생활 4대영역 최대 10% 청구할인","보험사, 대형마트, 온라인쇼핑, 주유소, 베이커리, 카페, 패밀리레스토랑, 유의사항",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2185/card_img/21799/2185card.png,https://www.card-gorilla.com/card/detail/2185
2093,L.CLASS L60 (스카이패스형),롯데카드,신용,Mastercard,"국내전용 [595,000]원 / 해외겸용 [600,000]원",0,없음,"대한항공: 국내외가맹점 1,500원당 1마일 적립 | 바우처: 40만원 상당 스페셜기프트 제공 | 프리미엄 서비스: 호텔/쇼핑/골프 프리미엄서비스 제공","골프, 적립, 면세점, 호텔, 프리미엄 서비스, 바우처, 대한항공, 면세점, 골프, 호텔/숙박, 대한항공, 바우처",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2093/card_img/21907/2093card.png,https://www.card-gorilla.com/card/detail/2093
1866,RAUME O (아시아나),삼성카드,신용,Mastercard,"해외겸용 [2,000,000]원",0,없음,"아시아나항공: 아시아나 1마일/1,000원 적립 | 바우처: 프리미엄 기프트 바우처 | 여행/숙박: 동반자 항공권 무료","공항라운지, 기타, 경기관람, 골프, 기타, 면세점, 렌터카, 호텔, 항공권, 공연/전시, 영화, 프리미엄 서비스, 바우처, 아시아나항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1866/card_img/28080/1866card.png,https://www.card-gorilla.com/card/detail/1866
1990,엉 카드,우리카드,신용,"BC, Mastercard","국내전용 [10,000]원 / 해외겸용 [12,000]원",300000,"300,000원",생활: O2O앱 10% 할인 | 편의점: GS25 10% 할인 | 카페: 스타벅스 10% 할인,"SSM, 편의점, 기타, 화장품, 렌터카, 리조트, 호텔, 영화, 카페, 배달앱",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1990/card_img/22008/1990card.png,https://www.card-gorilla.com/card/detail/1990
1991,BeV Ⅸ 토탈마일 카드,KB국민카드,신용,VISA,"해외겸용 [1,000,000]원",0,없음,"항공마일리지: 1,500원당 최대 2.3토탈마일 적립 | 항공권: 왕복항공권 무료 쿠폰 | 호텔: 호텔 객실 최대 30% 할인","보험사, 기타, 무이자할부, 골프, 여행사, 호텔, 항공권, 공연/전시, 도서, 영화, 프리미엄 서비스, 바우처",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1991/card_img/22007/1991card.png,https://www.card-gorilla.com/card/detail/1991
1996,NH올원 LG전자BEST카드,NH농협카드,신용,"Mastercard, JCB","해외겸용 [15,000]원",300000,"300,000원",기타: 선포인트/특별할부 최대2만원 할인 | 카페/디저트: 커피 10% 할인 | 카페/디저트: 베이커리 10% 할인,"렌탈 , 제휴/PLCC, 테마파크, 영화, 베이커리, 아이스크림, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1996/card_img/22002/1996card.png,https://www.card-gorilla.com/card/detail/1996
2005,GS&POINT 롯데카드,롯데카드,신용,Mastercard,"국내전용 [15,000원] / 해외겸용 [15,000원]",400000,"400,000원",온라인쇼핑: GS SHOP  5% 할인 | 편의점: GS25 5% 할인 | 주유소: GS 칼텍스 3천원 할인,"편의점, 드럭스토어, 온라인쇼핑, 주유소",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2005/card_img/21993/2005card.gif,https://www.card-gorilla.com/card/detail/2005
2007,LG전자 라서즐거운 카드,우리카드,신용,"Mastercard, UnionPay","해외겸용 [10,000]원",300000,"300,000원",렌탈: LG전자 렌탈 최대 2만원 할인 | 카페/디저트: 커피 20% 할인 | 영화: 영화관 3천원 할인,"렌탈 , 테마파크, 영화, 카페, 패밀리레스토랑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2007/card_img/21991/2007card.png,https://www.card-gorilla.com/card/detail/2007
2149,이랜드리테일 롯데카드,롯데카드,신용,Mastercard,"국내전용 [10,000]원 / 해외겸용 [15,000]원",0,없음,온라인쇼핑: 이랜드리테일 7% 할인 | 대형마트: 주요 마트 5% 할인,"연회비지원, 제휴/PLCC, 대형마트, 기타, 온라인쇼핑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2149/card_img/21831/2149card.png,https://www.card-gorilla.com/card/detail/2149
1926,E1 LPG 롯데카드,롯데카드,신용,,"국내전용 [15,000]원",300000,"300,000원",충전소: E1 LPG 충전소 87P/L 적립 | 하이패스: 하이패스 30% 적립 | 보험: 자동차보험료 3만원 할인,"제휴/PLCC, 보험, 정비, 하이패스, 충전소",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1926/card_img/22072/1926card.jpg,https://www.card-gorilla.com/card/detail/1926
1944,엘포인트카드(비씨),NH농협카드,신용,UnionPay,"해외겸용 [15,000]원",500000,"500,000원",쇼핑: 롯데쇼핑계열 3% 적립 | 생활: 생활업종 1% 적립 | 마트/편의점: 하나로마트 3% 할인,"테마파크, 대형마트, 편의점, 면세점, 백화점, 온라인쇼핑, 홈쇼핑, 영화, 주유소, 충전소, 카페, 패밀리레스토랑, 패스트푸드",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1944/card_img/22054/1944card.png,https://www.card-gorilla.com/card/detail/1944
1980,LG전자 베스트렌탈 우리카드,우리카드,신용,"BC, Mastercard","국내전용 [12,000]원 / 해외겸용 [15,000]원",300000,"300,000원",렌탈: LG전자 베스트렌탈 최대2만원 할인,렌탈 ,False,,https://d1c5n4ri2guedi.cloudfront.net/card/1980/card_img/22018/1980card.png,https://www.card-gorilla.com/card/detail/1980
1984,동양생명 우리카드,우리카드,신용,"Mastercard, BC","국내전용 [12,000]원 / 해외겸용 [15,000]원",300000,"300,000원",보험사: 동양생명보험료 최대2만원 할인,"보험사, 제휴/PLCC",False,,https://d1c5n4ri2guedi.cloudfront.net/card/1984/card_img/22014/1984card.png,https://www.card-gorilla.com/card/detail/1984
2099,에코마일리지카드(비씨),NH농협카드,신용,"Mastercard, BC","국내전용 [6,000]원 / 해외겸용 [8,000]원",300000,"300,000원",공과금/렌탈: 에너지절약시 5만점 적립 | 교육/육아: 학원 5% 적립 | 병원/약국: 병원 5% 적립,"공과금, 학원, 고속버스, 기차, 대중교통, 대형마트, 병원, 피트니스, KT, LGU+, SKT, 패밀리레스토랑, 대중교통, 고속버스/기차, 마트/편의점, 백화점/아울렛, 공과금, 통신비, 음식점, 병원, 학원/학습지, 스포츠/게임",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2099/card_img/21901/2099card.png,https://www.card-gorilla.com/card/detail/2099
2104,L.CLASS L60 (L.POINT형),롯데카드,신용,Mastercard,"국내전용 [595,000]원 / 해외겸용 [600,000]원",0,없음,모든가맹점: 국내외가맹점 1% 적립 | 바우처: 40만원 상당 스페셜기프트 제공 | 프리미엄 서비스: 호텔/쇼핑/골프 프리미엄서비스 제공,"골프, 기타, 적립, 면세점, 호텔, 프리미엄 서비스, 바우처, 모든가맹점, 면세점, 골프, 호텔/숙박, 바우처",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2104/card_img/21896/2104card.png,https://www.card-gorilla.com/card/detail/2104
2106,L.CLASS L60 (아시아나클럽형),롯데카드,신용,Mastercard,"국내전용 [595,000]원 / 해외겸용 [600,000]원",0,없음,아시아나항공: 국내외가맹점 1천원당 1마일 적립 | 바우처: 40만원 상당 스페셜기프트 제공 | 프리미엄 서비스: 호텔/쇼핑/골프 프리미엄서비스 제공,"골프, 적립, 면세점, 호텔, 프리미엄 서비스, 바우처, 아시아나항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2106/card_img/21890/2106card.png,https://www.card-gorilla.com/card/detail/2106
2130,ON PLATINUM카드(아시아나클럽),NH농협카드,신용,VISA,"국내전용 [128,000]원 / 해외겸용 [130,000]원",0,없음,항공마일리지: 1천원당 1마일리지 적립 | 항공마일리지: 분기실적 150만원 이상 시 1천5백마일리지 적립 | 공항라운지: 공항라운지 무료 이용,"프리미엄 서비스, 아시아나항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2130/card_img/21865/2130card.png,https://www.card-gorilla.com/card/detail/2130
